Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Komatiite Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Marble Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Shale Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Chert Fossil Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Marble Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Shale Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Chert Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Marble Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Shale Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Chert Dimensional Shard Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Potash Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Potash Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Potash Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Potash Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Potash Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Potash Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Potash Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Potash Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Potash Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Potash Ore
appliedenergistics2:facade:0, Cable Facade - Marble Potash Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Potash Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Potash Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Potash Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Potash Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Potash Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Potash Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Potash Ore
appliedenergistics2:facade:0, Cable Facade - Shale Potash Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Potash Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Potash Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Potash Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Potash Ore
appliedenergistics2:facade:0, Cable Facade - Chert Potash Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Coal Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Coal Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Coal Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Marble Coal Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Coal Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Coal Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Coal Ore
appliedenergistics2:facade:0, Cable Facade - Shale Coal Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Coal Ore
appliedenergistics2:facade:0, Cable Facade - Chert Coal Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Marble Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Shale Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Chert Rubracium Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Shale Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Chert Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Copper Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Copper Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Copper Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Marble Copper Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Copper Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Copper Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Copper Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Copper Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Copper Ore
appliedenergistics2:facade:0, Cable Facade - Shale Copper Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Copper Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Copper Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Copper Ore
appliedenergistics2:facade:0, Cable Facade - Chert Copper Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Marble Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Shale Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Chert Infuscolium Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Marble Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Shale Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Chert Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Black Granite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Andesite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Gabbro Sphalerite
appliedenergistics2:facade:0, Cable Facade - Basalt Sphalerite
appliedenergistics2:facade:0, Cable Facade - Komatiite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Dacite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Gneiss Sphalerite
appliedenergistics2:facade:0, Cable Facade - Eclogite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Marble Sphalerite
appliedenergistics2:facade:0, Cable Facade - Quartzite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Blue Schist Sphalerite
appliedenergistics2:facade:0, Cable Facade - Green Schist Sphalerite
appliedenergistics2:facade:0, Cable Facade - Soapstone Sphalerite
appliedenergistics2:facade:0, Cable Facade - Migmatite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Limestone Sphalerite
appliedenergistics2:facade:0, Cable Facade - Chalk Sphalerite
appliedenergistics2:facade:0, Cable Facade - Shale Sphalerite
